0.08429174	0.005183553	-0.03201797	-0.121557906	-0.07776463	0.04081267	-0.022631442	-0.055611644	0.06022353	0.059724726	-0.08888995	-0.08753151	-0.04837068	0.026268037	-0.13876534	-0.058910184
0.09965036	-0.035514284	-0.060818903	-0.056426242	-0.05987859	0.07351917	-0.05550844	-0.04258309	0.036836058	0.04552524	0.03824952	-0.032781802	-0.039195254	-0.0029733765	-0.19748765	-0.0091706375
0.16207184	-0.018606674	-0.030420275	-0.110661164	0.012775758	0.15259978	-0.037051782	-0.07929023	0.007767025	0.033414267	0.017043764	-0.0626057	0.02998311	0.0048161987	-0.23585835	0.02468349
0.122787684	0.01660561	-0.07471436	-0.061338626	-0.062014613	0.0669871	-0.069976166	-0.14191881	0.0015077163	0.03988802	-0.039818898	-0.09985914	0.02921811	0.005293919	-0.19398536	0.028299041
0.16188848	-0.0071056113	0.027375305	-0.11130303	-0.03684049	0.03303023	0.03129455	-0.11147035	0.056902673	0.085856445	-0.08822932	-0.018144447	-0.06791962	0.0024616441	-0.18797246	-0.022149103
0.049064938	-0.013719545	-0.03956321	-0.06473427	0.009519205	0.120536916	0.025728585	-0.104763396	-0.0071757957	-0.060769558	-0.05410445	-0.07011124	-0.0413881	-0.031315073	-0.15370235	-0.019555746
0.1248224	0.057024453	0.034747478	-0.101959065	-0.10110784	0.054411802	0.03272721	-0.109759636	0.031499285	0.10958043	0.0050016693	-0.04063556	-0.008313203	0.006403752	-0.1840606	0.031690072
0.08579243	-0.0761897	-0.021254083	-0.05371803	-0.044306442	0.06523914	0.018886672	-0.08973485	0.035544313	0.011829951	-0.0468817	-0.07884605	-0.0073781796	-0.020145351	-0.077107094	-0.010185716
0.08549339	0.046314478	-0.03260484	-0.018595206	-0.036742963	0.05214872	-0.01306594	-0.06088554	0.02843841	-0.025756665	-0.024168003	-0.09014684	0.011583525	-0.04703732	-0.100239106	0.055171628
0.09353696	0.05614049	-0.09119836	-0.040973987	-0.09938426	-0.009198006	-0.01912716	0.05402549	0.05037364	0.03956238	0.042164546	0.022022638	-0.0027800763	-0.028792543	-0.18418023	-0.0027352178
0.018006891	0.08073958	-0.013841975	-0.04208781	-0.041572005	0.070675045	0.02391234	-0.033952437	0.002952985	0.079014026	-0.001304975	0.033836953	-0.08135517	0.032793164	-0.08170579	-0.05031947
0.12260709	0.03642449	-0.036987796	-0.029073149	-0.099839225	0.124914154	0.02042738	-0.101782605	-0.017237365	0.07934675	-0.00892788	-0.035972558	-0.093308866	-0.062037878	-0.16421853	-0.011395482
